STATE,YEAR,DISTRICT,MUD
MAHARASHTRA,2011,"NAGPUR COMMR.",114
BIHAR,2012,NALANDA,114
"UTTAR PRADESH",2012,BAREILLY,114
JHARKHAND,2010,JAMSHEDPUR,113
"UTTAR PRADESH",2011,MATHURA,113
"ANDHRA PRADESH",2012,MEDAK,113
"ANDHRA PRADESH",2012,NIZAMABAD,113
"WEST BENGAL",2012,BIRBHUM,113
KARNATAKA,2002,BELGAUM,113
TRIPURA,2002,WEST,113
BIHAR,2003,MOTIHARI,113
"ANDHRA PRADESH",2004,ADILABAD,113
"UTTAR PRADESH",2004,KHIRI,113
ASSAM,2005,DIBRUGARH,113
BIHAR,2005,PURNEA,113
CHHATTISGARH,2007,BIZAPUR,113
MAHARASHTRA,2001,"NAGPUR COMMR.",112
"UTTAR PRADESH",2001,J.P.NAGAR,112
"UTTAR PRADESH",2002,GORAKHPUR,112
MAHARASHTRA,2003,"SOLAPUR RURAL",112
"ANDHRA PRADESH",2004,KURNOOL,112
MAHARASHTRA,2004,"NAGPUR COMMR.",112
"ANDHRA PRADESH",2007,ADILABAD,112
ASSAM,2007,DIBRUGARH,112
BIHAR,2007,BHOJPUR,112
BIHAR,2007,SARAN,112
"UTTAR PRADESH",2007,SITAPUR,112
BIHAR,2008,ROHTAS,112
CHHATTISGARH,2008,BILASPUR,112
CHHATTISGARH,2008,RAIPUR,112
BIHAR,2009,SARAN,112
"WEST BENGAL",2009,JALPAIGURI,112
BIHAR,2010,SARAN,112
CHHATTISGARH,2011,BILASPUR,112
"WEST BENGAL",2011,HOOGHLY,112
BIHAR,2012,SIWAN,112
BIHAR,2010,BHOJPUR,111
"WEST BENGAL",2010,HOWRAH,111
"ANDHRA PRADESH",2012,KURNOOL,111
MAHARASHTRA,2012,AHMEDNAGAR,111
"ANDHRA PRADESH",2001,"HYDERABAD CITY",111
"MADHYA PRADESH",2001,INDORE,111
"UTTAR PRADESH",2002,AZAMGARH,111
"JAMMU & KASHMIR",2003,POONCH,111
MAHARASHTRA,2003,"THANE COMMR.",111
"UTTAR PRADESH",2003,UNNAO,111
"ANDHRA PRADESH",2004,WARANGAL,111
CHHATTISGARH,2004,SARGUJA,111
"WEST BENGAL",2004,MURSHIDABAD,111
BIHAR,2005,MOTIHARI,111
"UTTAR PRADESH",2005,MAINPURI,111
BIHAR,2006,BEGUSARAI,111
BIHAR,2007,MOTIHARI,111
"MADHYA PRADESH",2007,INDORE,111
ASSAM,2001,DIBRUGARH,110
BIHAR,2001,VAISHALI,110
MAHARASHTRA,2003,"NASIK RURAL",110
MAHARASHTRA,2003,"PUNE COMMR.",110
"UTTAR PRADESH",2004,AZAMGARH,110
"WEST BENGAL",2004,BURDWAN,110
"ANDHRA PRADESH",2005,"EAST GODAVARI",110
"ANDHRA PRADESH",2005,KHAMMAM,110
"WEST BENGAL",2005,BURDWAN,110
"ANDHRA PRADESH",2006,NIZAMABAD,110
"UTTAR PRADESH",2006,MAINPURI,110
CHHATTISGARH,2007,RAIPUR,110
KARNATAKA,2007,BELGAUM,110
BIHAR,2009,ROHTAS,110
"UTTAR PRADESH",2009,ALLAHABAD,110
"UTTAR PRADESH",2009,BADAUN,110
BIHAR,2011,VAISHALI,110
MAHARASHTRA,2011,"PUNE COMMR.",110
ASSAM,2012,KOKRAJHAR,110
MAHARASHTRA,2012,"PUNE COMMR.",110
MAHARASHTRA,2012,"THANE COMMR.",110
"WEST BENGAL",2012,"UTTAR DINAJPUR",110
"UTTAR PRADESH",2008,AGRA,109
ASSAM,2009,SONITPUR,109
BIHAR,2009,BEGUSARAI,109
BIHAR,2009,SAMASTIPUR,109
ODISHA,2009,KEONJHAR,109
"UTTAR PRADESH",2010,FIROZABAD,109
"ANDHRA PRADESH",2011,ADILABAD,109
JHARKHAND,2001,CHAIBASA,109
"ANDHRA PRADESH",2002,NALGONDA,109
ASSAM,2002,SONITPUR,109
"MADHYA PRADESH",2002,INDORE,109
"ANDHRA PRADESH",2003,CHITTOOR,109
"MADHYA PRADESH",2007,JHABUA,109
JHARKHAND,2002,GUMLA,108
"UTTAR PRADESH",2003,MAINPURI,108
"WEST BENGAL",2003,JALPAIGURI,108
"ANDHRA PRADESH",2004,KHAMMAM,108
BIHAR,2004,BETTIAH,108
BIHAR,2004,BHOJPUR,108
JHARKHAND,2004,GUMLA,108
"ANDHRA PRADESH",2005,ADILABAD,108
"ANDHRA PRADESH",2005,"HYDERABAD CITY",108
GUJARAT,2007,"SURAT COMMR.",108
"UTTAR PRADESH",2007,MAINPURI,108
ASSAM,2008,SIBSAGAR,108
"MADHYA PRADESH",2010,INDORE,108
"ANDHRA PRADESH",2011,KHAMMAM,108
"WEST BENGAL",2011,JALPAIGURI,108
"ANDHRA PRADESH",2012,PRAKASHAM,108
"UTTAR PRADESH",2012,BADAUN,108
BIHAR,2009,VAISHALI,107
"UTTAR PRADESH",2009,SHAHJAHANPUR,107
"ANDHRA PRADESH",2010,GUNTUR,107
MAHARASHTRA,2010,"THANE COMMR.",107
BIHAR,2011,SAMASTIPUR,107
"MADHYA PRADESH",2011,GWALIOR,107
MAHARASHTRA,2011,AHMEDNAGAR,107
MAHARASHTRA,2011,"SOLAPUR RURAL",107
ASSAM,2001,TINSUKIA,107
BIHAR,2001,GOPALGANJ,107
BIHAR,2001,SAMASTIPUR,107
"WEST BENGAL",2001,"24 PARGANAS SOUTH",107
BIHAR,2002,BHAGALPUR,107
"UTTAR PRADESH",2002,BIJNOR,107
"ANDHRA PRADESH",2003,ADILABAD,107
ASSAM,2003,DIBRUGARH,107
KARNATAKA,2003,BELGAUM,107
BIHAR,2004,BEGUSARAI,107
"MADHYA PRADESH",2004,INDORE,107
BIHAR,2005,ROHTAS,107
"MADHYA PRADESH",2006,GWALIOR,107
"ANDHRA PRADESH",2001,NIZAMABAD,106
"ANDHRA PRADESH",2002,KHAMMAM,106
"DELHI UT",2003,"NORTH WEST",106
KARNATAKA,2004,BELGAUM,106
"ANDHRA PRADESH",2005,PRAKASHAM,106
MAHARASHTRA,2005,"NAGPUR COMMR.",106
MAHARASHTRA,2005,"PUNE COMMR.",106
MAHARASHTRA,2005,"THANE COMMR.",106
CHHATTISGARH,2006,RAIPUR,106
MAHARASHTRA,2006,"THANE COMMR.",106
"ANDHRA PRADESH",2007,WARANGAL,106
BIHAR,2008,VAISHALI,106
"ANDHRA PRADESH",2009,NIZAMABAD,106
JHARKHAND,2009,JAMSHEDPUR,106
KARNATAKA,2009,BELGAUM,106
CHHATTISGARH,2010,BILASPUR,106
JHARKHAND,2012,KHUNTI,106
"UTTAR PRADESH",2010,GORAKHPUR,105
"WEST BENGAL",2010,BANKURA,105
KARNATAKA,2011,"BANGALORE RURAL",105
"UTTAR PRADESH",2011,GORAKHPUR,105
CHHATTISGARH,2001,SARGUJA,105
"ANDHRA PRADESH",2002,CHITTOOR,105
"JAMMU & KASHMIR",2002,DODA,105
"ANDHRA PRADESH",2004,CHITTOOR,105
"ANDHRA PRADESH",2005,CHITTOOR,105
MAHARASHTRA,2005,"NASIK RURAL",105
"UTTAR PRADESH",2006,KHIRI,105
"WEST BENGAL",2007,"PASCHIM MIDNAPUR",105
BIHAR,2001,PURNEA,104
"JAMMU & KASHMIR",2001,DODA,104
MAHARASHTRA,2003,"NAGPUR COMMR.",104
JHARKHAND,2005,HAZARIBAGH,104
"MADHYA PRADESH",2005,INDORE,104
ASSAM,2006,DIBRUGARH,104
MAHARASHTRA,2006,"PUNE COMMR.",104
"UTTAR PRADESH",2006,MATHURA,104
KARNATAKA,2008,GULBARGA,104
"UTTAR PRADESH",2008,BULANDSHAHAR,104
"MADHYA PRADESH",2009,GWALIOR,104
RAJASTHAN,2011,ALWAR,104
"ANDHRA PRADESH",2009,KURNOOL,103
"ANDHRA PRADESH",2009,WARANGAL,103
RAJASTHAN,2009,ALWAR,103
"TAMIL NADU",2010,CHENNAI,103
ODISHA,2011,MAYURBHANJ,103
"UTTAR PRADESH",2011,MORADABAD,103
BIHAR,2012,GOPALGANJ,103
"MADHYA PRADESH",2001,JABALPUR,103
"UTTAR PRADESH",2001,SULTANPUR,103
"ANDHRA PRADESH",2002,MEDAK,103
"ANDHRA PRADESH",2004,PRAKASHAM,103
GUJARAT,2006,"SURAT COMMR.",103
"ANDHRA PRADESH",2001,PRAKASHAM,102
"MADHYA PRADESH",2002,GWALIOR,102
KARNATAKA,2004,GULBARGA,102
"UTTAR PRADESH",2005,UNNAO,102
BIHAR,2006,ROHTAS,102
BIHAR,2006,SAMASTIPUR,102
ASSAM,2007,SONITPUR,102
BIHAR,2007,NALANDA,102
"DELHI UT",2007,OUTER,102
JHARKHAND,2008,JAMSHEDPUR,102
JHARKHAND,2008,PALAMU,102
KARNATAKA,2008,"BANGALORE RURAL",102
"WEST BENGAL",2008,NADIA,102
MAHARASHTRA,2009,NANDED,102
CHHATTISGARH,2010,RAIPUR,102
ODISHA,2011,KEONJHAR,102
"UTTAR PRADESH",2011,SITAPUR,102
"ANDHRA PRADESH",2012,"HYDERABAD CITY",102
MAHARASHTRA,2012,JALGAON,102
RAJASTHAN,2008,ALWAR,101
CHHATTISGARH,2009,RAIPUR,101
GUJARAT,2009,"SURAT COMMR.",101
"ANDHRA PRADESH",2011,NALGONDA,101
KARNATAKA,2011,TUMKUR,101
"UTTAR PRADESH",2012,MATHURA,101
"ANDHRA PRADESH",2001,ADILABAD,101
"ANDHRA PRADESH",2001,CHITTOOR,101
"ANDHRA PRADESH",2001,MEDAK,101
MAHARASHTRA,2001,"NAGPUR RURAL",101
MAHARASHTRA,2001,"SOLAPUR RURAL",101
"UTTAR PRADESH",2001,SAHARANPUR,101
CHHATTISGARH,2002,SARGUJA,101
MAHARASHTRA,2003,AHMEDNAGAR,101
"UTTAR PRADESH",2003,HARDOI,101
"WEST BENGAL",2006,NADIA,101
BIHAR,2007,PURNEA,101
BIHAR,2008,BEGUSARAI,101
"JAMMU & KASHMIR",2001,POONCH,100
"ANDHRA PRADESH",2002,ADILABAD,100
BIHAR,2002,BANKA,100
BIHAR,2002,BETTIAH,100
BIHAR,2002,SARAN,100
"MADHYA PRADESH",2004,DHAR,100
MAHARASHTRA,2004,"PUNE COMMR.",100
"WEST BENGAL",2005,NADIA,100
BIHAR,2007,BEGUSARAI,100
GUJARAT,2007,"AHMEDABAD COMMR.",100
MAHARASHTRA,2008,"NAGPUR COMMR.",100
"TAMIL NADU",2008,CHENNAI,100
"UTTAR PRADESH",2008,MAINPURI,100
"UTTAR PRADESH",2009,SITAPUR,100
"ANDHRA PRADESH",2010,CHITTOOR,100
KARNATAKA,2010,"BANGALORE RURAL",100
"UTTAR PRADESH",2010,"GAUTAMBUDH NAGAR",100
BIHAR,2011,BEGUSARAI,100
GUJARAT,2011,"SURAT COMMR.",100
RAJASTHAN,2012,ALWAR,100
"TAMIL NADU",2012,VILLUPURAM,100
"UTTAR PRADESH",2012,FIROZABAD,100
MAHARASHTRA,2008,"THANE COMMR.",99
"ANDHRA PRADESH",2010,CUDDAPAH,99
"MADHYA PRADESH",2010,GWALIOR,99
BIHAR,2012,BHAGALPUR,99
BIHAR,2012,SAMASTIPUR,99
CHHATTISGARH,2001,BILASPUR,99
BIHAR,2002,VAISHALI,99
"WEST BENGAL",2002,NADIA,99
BIHAR,2003,PURNEA,99
"UTTAR PRADESH",2003,KHIRI,99
BIHAR,2004,VAISHALI,99
"WEST BENGAL",2004,NADIA,99
"MADHYA PRADESH",2005,GWALIOR,99
"ANDHRA PRADESH",2006,ADILABAD,99
BIHAR,2006,VAISHALI,99
GUJARAT,2006,"AHMEDABAD COMMR.",99
KARNATAKA,2006,GULBARGA,99
"WEST BENGAL",2006,"PASCHIM MIDNAPUR",99
"ANDHRA PRADESH",2007,"EAST GODAVARI",99
MAHARASHTRA,2007,AHMEDNAGAR,99
"UTTAR PRADESH",2007,BIJNOR,99
"WEST BENGAL",2007,NADIA,99
ASSAM,2008,DIBRUGARH,99
GUJARAT,2001,"SURAT COMMR.",98
MAHARASHTRA,2002,"NAGPUR COMMR.",98
ASSAM,2003,SONITPUR,98
"WEST BENGAL",2003,BURDWAN,98
MAHARASHTRA,2004,AHMEDNAGAR,98
"UTTAR PRADESH",2004,GORAKHPUR,98
"ANDHRA PRADESH",2006,CUDDAPAH,98
KARNATAKA,2006,BELGAUM,98
ODISHA,2007,MAYURBHANJ,98
"MADHYA PRADESH",2008,GWALIOR,98
"WEST BENGAL",2008,"PASCHIM MIDNAPUR",98
"WEST BENGAL",2009,HOOGHLY,98
"ANDHRA PRADESH",2010,ADILABAD,98
"ANDHRA PRADESH",2010,NIZAMABAD,98
"ANDHRA PRADESH",2010,PRAKASHAM,98
"DELHI UT",2010,OUTER,98
ASSAM,2011,TINSUKIA,98
"WEST BENGAL",2011,MALDA,98
GUJARAT,2012,"SURAT COMMR.",98
"MADHYA PRADESH",2012,JABALPUR,98
"UTTAR PRADESH",2012,GORAKHPUR,98
BIHAR,2010,AURANGABAD,97
"UTTAR PRADESH",2011,BADAUN,97
BIHAR,2012,PURNEA,97
BIHAR,2012,SITAMARHI,97
ODISHA,2012,KEONJHAR,97
JHARKHAND,2001,DHANBAD,97
MAHARASHTRA,2001,AHMEDNAGAR,97
"ANDHRA PRADESH",2002,"EAST GODAVARI",97
ASSAM,2002,DIBRUGARH,97
BIHAR,2002,MOTIHARI,97
"JAMMU & KASHMIR",2002,RAJOURI,97
MAHARASHTRA,2002,SANGLI,97
BIHAR,2003,BHAGALPUR,97
MAHARASHTRA,2004,"NASIK RURAL",97
TRIPURA,2004,WEST,97
JHARKHAND,2005,DHANBAD,97
"MADHYA PRADESH",2005,BHIND,97
MAHARASHTRA,2005,"SOLAPUR RURAL",97
JHARKHAND,2006,HAZARIBAGH,97
GUJARAT,2008,"SURAT COMMR.",97
"UTTAR PRADESH",2001,GORAKHPUR,96
BIHAR,2002,AURANGABAD,96
BIHAR,2002,PURNEA,96
"UTTAR PRADESH",2002,FATEHGARH,96
"ANDHRA PRADESH",2004,CUDDAPAH,96
"ANDHRA PRADESH",2004,"EAST GODAVARI",96
"ANDHRA PRADESH",2004,NIZAMABAD,96
MAHARASHTRA,2004,"SOLAPUR RURAL",96
"UTTAR PRADESH",2004,MATHURA,96
"ANDHRA PRADESH",2005,CUDDAPAH,96
KARNATAKA,2006,KOLAR,96
"UTTAR PRADESH",2006,UNNAO,96
"ANDHRA PRADESH",2007,CUDDAPAH,96
"WEST BENGAL",2008,BIRBHUM,96
CHHATTISGARH,2009,BILASPUR,96
ODISHA,2009,MAYURBHANJ,96
"TAMIL NADU",2009,CHENNAI,96
"ANDHRA PRADESH",2010,MEDAK,96
ASSAM,2010,TINSUKIA,96
BIHAR,2011,BHOJPUR,96
"UTTAR PRADESH",2011,FIROZABAD,96
"ANDHRA PRADESH",2012,GUNTUR,96
"MADHYA PRADESH",2012,GWALIOR,96
"UTTAR PRADESH",2012,SITAPUR,96
"DELHI UT",2012,OUTER,96
"UTTAR PRADESH",2008,MATHURA,95
MAHARASHTRA,2009,"NAGPUR COMMR.",95
"TAMIL NADU",2009,"THIRUNELVELI RURAL",95
CHHATTISGARH,2011,RAIPUR,95
GUJARAT,2011,"AHMEDABAD COMMR.",95
RAJASTHAN,2011,BHARATPUR,95
ASSAM,2001,NAGAON,95
KARNATAKA,2001,GULBARGA,95
MAHARASHTRA,2002,"NAGPUR RURAL",95
MAHARASHTRA,2002,"PUNE COMMR.",95
"UTTAR PRADESH",2002,BAGHPAT,95
"ANDHRA PRADESH",2003,CUDDAPAH,95
CHHATTISGARH,2003,BILASPUR,95
"JAMMU & KASHMIR",2003,BARAMULLA,95
"UTTAR PRADESH",2003,FIROZABAD,95
BIHAR,2005,MUNGER,95
CHHATTISGARH,2006,BILASPUR,95
"UTTAR PRADESH",2006,BAGHPAT,95
"WEST BENGAL",2006,MURSHIDABAD,95
CHHATTISGARH,2008,BIZAPUR,95
UTTARAKHAND,2001,HARIDWAR,94
"TAMIL NADU",2002,DHARMAPURI,94
"ANDHRA PRADESH",2003,PRAKASHAM,94
"UTTAR PRADESH",2003,MATHURA,94
"ANDHRA PRADESH",2004,NELLORE,94
CHHATTISGARH,2005,BILASPUR,94
"UTTAR PRADESH",2005,GORAKHPUR,94
MAHARASHTRA,2007,JALGAON,94
"UTTAR PRADESH",2007,UNNAO,94
ASSAM,2008,SONITPUR,94
BIHAR,2009,BHOJPUR,94
MAHARASHTRA,2010,JALGAON,94
"WEST BENGAL",2010,BIRBHUM,94
"MADHYA PRADESH",2011,SAGAR,94
"TAMIL NADU",2011,"THIRUNELVELI RURAL",94
"ANDHRA PRADESH",2012,NELLORE,94
"UTTAR PRADESH",2008,BIJNOR,93
"ANDHRA PRADESH",2009,CUDDAPAH,93
"ANDHRA PRADESH",2009,"EAST GODAVARI",93
"WEST BENGAL",2009,HOWRAH,93
"ANDHRA PRADESH",2010,KHAMMAM,93
"UTTAR PRADESH",2010,SHAHJAHANPUR,93
CHHATTISGARH,2011,DURG,93
JHARKHAND,2011,PALAMU,93
KARNATAKA,2011,GULBARGA,93
"MADHYA PRADESH",2011,JABALPUR,93
"WEST BENGAL",2011,BIRBHUM,93
"WEST BENGAL",2011,PURULIA,93
KARNATAKA,2012,"BANGALORE RURAL",93
"ANDHRA PRADESH",2001,KHAMMAM,93
BIHAR,2001,BANKA,93
"ANDHRA PRADESH",2002,NIZAMABAD,93
"MADHYA PRADESH",2003,INDORE,93
"WEST BENGAL",2003,NADIA,93
"UTTAR PRADESH",2004,SAHARANPUR,93
BIHAR,2005,BHAGALPUR,93
BIHAR,2005,JAMUI,93
BIHAR,2005,SIWAN,93
BIHAR,2006,SIWAN,93
HARYANA,2006,GURGAON,93
CHHATTISGARH,2007,BILASPUR,93
HARYANA,2007,GURGAON,93
"UTTAR PRADESH",2007,KHIRI,93
CHHATTISGARH,2001,RAIPUR,92
MAHARASHTRA,2001,"NASIK RURAL",92
"UTTAR PRADESH",2001,"GAUTAMBUDH NAGAR",92
"ANDHRA PRADESH",2002,KRISHNA,92
"WEST BENGAL",2002,BURDWAN,92
"WEST BENGAL",2002,JALPAIGURI,92
JHARKHAND,2003,DHANBAD,92
"MADHYA PRADESH",2003,JABALPUR,92
RAJASTHAN,2003,JAIPUR,92
GUJARAT,2004,"AHMEDABAD COMMR.",92
RAJASTHAN,2004,BHARATPUR,92
ASSAM,2005,TINSUKIA,92
CHHATTISGARH,2005,RAIPUR,92
MAHARASHTRA,2005,AHMEDNAGAR,92
"UTTAR PRADESH",2005,FATEHPUR,92
"ANDHRA PRADESH",2006,PRAKASHAM,92
ASSAM,2007,NAGAON,92
BIHAR,2007,BHAGALPUR,92
JHARKHAND,2007,JAMSHEDPUR,92
BIHAR,2008,AURANGABAD,92
KARNATAKA,2008,RAMANAGAR,92
"WEST BENGAL",2008,HOOGHLY,92
"DELHI UT",2008,NORTH-EAST,92
"MADHYA PRADESH",2009,JABALPUR,92
"WEST BENGAL",2009,BIRBHUM,92
MAHARASHTRA,2012,"SOLAPUR RURAL",92
ODISHA,2008,KEONJHAR,91
"WEST BENGAL",2008,BURDWAN,91
"ANDHRA PRADESH",2009,KARIMNAGAR,91
HARYANA,2010,HISSAR,91
MAHARASHTRA,2010,"NASIK RURAL",91
"ANDHRA PRADESH",2011,CHITTOOR,91
ASSAM,2011,NAGAON,91
"MADHYA PRADESH",2011,BHOPAL,91
"ANDHRA PRADESH",2012,CHITTOOR,91
"ANDHRA PRADESH",2012,"WEST GODAVARI",91
ASSAM,2012,SONITPUR,91
BIHAR,2012,KATIHAR,91
KARNATAKA,2012,TUMKUR,91
RAJASTHAN,2012,BHARATPUR,91
"WEST BENGAL",2012,BURDWAN,91
RAJASTHAN,2001,JAIPUR,91
"TAMIL NADU",2001,CHENNAI,91
"ANDHRA PRADESH",2002,CUDDAPAH,91
"UTTAR PRADESH",2002,FATEHPUR,91
"UTTAR PRADESH",2002,PILIBHIT,91
"MADHYA PRADESH",2003,GWALIOR,91
RAJASTHAN,2003,BHARATPUR,91
MAHARASHTRA,2004,NANDED,91
RAJASTHAN,2005,BHARATPUR,91
"UTTAR PRADESH",2005,HARDOI,91
JHARKHAND,2007,KHUNTI,91
KARNATAKA,2007,GULBARGA,91
"ANDHRA PRADESH",2008,"RANGA REDDY",91
GUJARAT,2001,"AHMEDABAD COMMR.",90
"MADHYA PRADESH",2002,DHAR,90
MAHARASHTRA,2002,"NASIK RURAL",90
"TAMIL NADU",2002,CHENNAI,90
"ANDHRA PRADESH",2003,NIZAMABAD,90
GUJARAT,2003,"AHMEDABAD COMMR.",90
"TAMIL NADU",2003,DHARMAPURI,90
CHHATTISGARH,2005,DURG,90
"UTTAR PRADESH",2005,MATHURA,90
JHARKHAND,2006,JAMSHEDPUR,90
JHARKHAND,2006,PALAMU,90
"WEST BENGAL",2006,BURDWAN,90
"MADHYA PRADESH",2007,SATNA,90
"WEST BENGAL",2007,HOOGHLY,90
BIHAR,2008,BHAGALPUR,90
MAHARASHTRA,2008,"NASIK RURAL",90
BIHAR,2010,KATIHAR,90
"MADHYA PRADESH",2010,SAGAR,90
PUNJAB,2010,"CP LUDHIANA",90
MAHARASHTRA,2011,NANDED,90
"WEST BENGAL",2011,BURDWAN,90
GUJARAT,2012,"AHMEDABAD COMMR.",90
"UTTAR PRADESH",2012,MORADABAD,90
"TAMIL NADU",2008,"THIRUNELVELI RURAL",89
BIHAR,2009,KATIHAR,89
JHARKHAND,2010,PALAMU,89
KARNATAKA,2010,GULBARGA,89
KARNATAKA,2010,RAMANAGAR,89
ASSAM,2011,DIBRUGARH,89
HARYANA,2011,GURGAON,89
"UTTAR PRADESH",2011,KHIRI,89
BIHAR,2012,AURANGABAD,89
"UTTAR PRADESH",2012,BIJNOR,89
"UTTAR PRADESH",2012,"GAUTAMBUDH NAGAR",89
"UTTAR PRADESH",2012,KHIRI,89
"WEST BENGAL",2012,"BKP CP",89
"ANDHRA PRADESH",2001,NELLORE,89
"MADHYA PRADESH",2001,DHAR,89
"UTTAR PRADESH",2001,BAGHPAT,89
"UTTAR PRADESH",2001,RAMPUR,89
"UTTAR PRADESH",2002,SAHARANPUR,89
"ANDHRA PRADESH",2003,KHAMMAM,89
BIHAR,2003,BANKA,89
"UTTAR PRADESH",2003,AZAMGARH,89
"UTTAR PRADESH",2004,FATEHGARH,89
"UTTAR PRADESH",2006,GORAKHPUR,89
BIHAR,2007,ROHTAS,89
RAJASTHAN,2007,ALWAR,89
CHHATTISGARH,2008,RAIGARH,89
"MADHYA PRADESH",2001,SHIVPURI,88
"TAMIL NADU",2001,DHARMAPURI,88
"UTTAR PRADESH",2001,BARABANKI,88
JHARKHAND,2002,DHANBAD,88
BIHAR,2003,NAWADAH,88
CHHATTISGARH,2003,SARGUJA,88
KARNATAKA,2003,GULBARGA,88
"WEST BENGAL",2003,HOOGHLY,88
JHARKHAND,2004,DHANBAD,88
"UTTAR PRADESH",2004,JALAUN,88
"ANDHRA PRADESH",2005,NIZAMABAD,88
ASSAM,2005,NAGAON,88
RAJASTHAN,2005,JAIPUR,88
ASSAM,2006,SONITPUR,88
CHHATTISGARH,2006,DANTEWARA,88
"UTTAR PRADESH",2007,BADAUN,88
"WEST BENGAL",2007,MALDA,88
MAHARASHTRA,2008,NANDED,88
MAHARASHTRA,2008,"SOLAPUR RURAL",88
"TAMIL NADU",2008,"COIMBATORE RURAL",88
JHARKHAND,2010,SIMDEGA,88
KARNATAKA,2010,TUMKUR,88
MAHARASHTRA,2010,"NAGPUR COMMR.",88
ODISHA,2010,MAYURBHANJ,88
"ANDHRA PRADESH",2011,GUNTUR,88
"ANDHRA PRADESH",2011,PRAKASHAM,88
BIHAR,2011,AURANGABAD,88
"UTTAR PRADESH",2011,"GAUTAMBUDH NAGAR",88
MAHARASHTRA,2012,"NAGPUR COMMR.",88
"TAMIL NADU",2012,"THIRUNELVELI RURAL",88
"WEST BENGAL",2012,"PASCHIM MIDNAPUR",88
CHHATTISGARH,2009,DURG,87
KARNATAKA,2009,"BANGALORE RURAL",87
"UTTAR PRADESH",2009,MATHURA,87
GUJARAT,2010,"SURAT COMMR.",87
ODISHA,2010,GANJAM,87
"UTTAR PRADESH",2010,BIJNOR,87
"WEST BENGAL",2010,"PURAB MIDNAPUR",87
CHHATTISGARH,2011,RAIGARH,87
"TAMIL NADU",2011,KANCHIPURAM,87
"TAMIL NADU",2011,VILLUPURAM,87
"UTTAR PRADESH",2011,SHAHJAHANPUR,87
MAHARASHTRA,2012,"NASIK RURAL",87
ASSAM,2001,KOKRAJHAR,87
"UTTAR PRADESH",2001,RAIBAREILLY,87
ODISHA,2002,SUNDARGARH,87
RAJASTHAN,2002,BHARATPUR,87
"UTTAR PRADESH",2002,RAMPUR,87
"JAMMU & KASHMIR",2003,DODA,87
"MADHYA PRADESH",2003,DHAR,87
"TAMIL NADU",2003,VELLORE,87
ASSAM,2004,SONITPUR,87
"UTTAR PRADESH",2004,FATEHPUR,87
ASSAM,2005,SONITPUR,87
JHARKHAND,2005,JAMSHEDPUR,87
"TAMIL NADU",2005,"COIMBATORE RURAL",87
"WEST BENGAL",2005,JALPAIGURI,87
"UTTAR PRADESH",2006,FATEHPUR,87
"UTTAR PRADESH",2006,"GAUTAMBUDH NAGAR",87
"UTTAR PRADESH",2006,HARDOI,87
CHHATTISGARH,2007,DANTEWARA,87
"TAMIL NADU",2007,"COIMBATORE RURAL",87
ASSAM,2001,SONITPUR,86
"UTTAR PRADESH",2001,HATHRAS,86
CHHATTISGARH,2002,RAIPUR,86
"JAMMU & KASHMIR",2002,ANANTNAG,86
"JAMMU & KASHMIR",2002,SRINAGAR,86
JHARKHAND,2002,HAZARIBAGH,86
"WEST BENGAL",2002,"PASCHIM MIDNAPUR",86
BIHAR,2003,SIWAN,86
"JAMMU & KASHMIR",2003,RAJOURI,86
"DELHI UT",2003,SOUTH,86
"JAMMU & KASHMIR",2004,BARAMULLA,86
JHARKHAND,2004,HAZARIBAGH,86
"MADHYA PRADESH",2004,GWALIOR,86
"UTTAR PRADESH",2004,BIJNOR,86
"ANDHRA PRADESH",2005,NELLORE,86
GUJARAT,2005,"SURAT COMMR.",86
"MADHYA PRADESH",2005,DHAR,86
JHARKHAND,2006,DHANBAD,86
MAHARASHTRA,2006,AHMEDNAGAR,86
"UTTAR PRADESH",2006,BIJNOR,86
"WEST BENGAL",2006,JALPAIGURI,86
"UTTAR PRADESH",2007,HARDOI,86
ASSAM,2009,"GUWAHATI CITY",86
BIHAR,2009,PURNEA,86
JHARKHAND,2009,GIRIDIH,86
"MADHYA PRADESH",2010,CHHINDWARA,86
MAHARASHTRA,2010,BEED,86
MAHARASHTRA,2010,"NAGPUR RURAL",86
"TAMIL NADU",2010,CHENNAISUBURBAN,86
"WEST BENGAL",2010,MALDA,86
BIHAR,2011,PURNEA,86
MAHARASHTRA,2011,"NASIK RURAL",86
"ANDHRA PRADESH",2012,NALGONDA,86
ASSAM,2012,TINSUKIA,86
HARYANA,2012,SONIPAT,86
KARNATAKA,2012,MANDYA,86
ODISHA,2012,GANJAM,86
"ANDHRA PRADESH",2009,ADILABAD,85
"ANDHRA PRADESH",2009,CHITTOOR,85
ASSAM,2009,TINSUKIA,85
ASSAM,2010,DIBRUGARH,85
CHHATTISGARH,2010,DURG,85
ODISHA,2010,KEONJHAR,85
BIHAR,2011,BHAGALPUR,85
BIHAR,2011,SIWAN,85
JHARKHAND,2011,JAMSHEDPUR,85
ODISHA,2011,GANJAM,85
"UTTAR PRADESH",2011,BIJNOR,85
JHARKHAND,2012,GARHWA,85
JHARKHAND,2012,JAMSHEDPUR,85
"TAMIL NADU",2012,THOOTHUGUDI,85
"WEST BENGAL",2012,KOLKATA,85
MAHARASHTRA,2001,SANGLI,85
